Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    September 30, 2009
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
1000697|WATERS CORP /DE/|10-Q|2009-08-07|edgar/data/1000697/0000950123-09-031677.txt
1001039|WALT DISNEY CO/|10-Q|2009-07-30|edgar/data/1001039/0001193125-09-159667.txt
1001082|DISH Network CORP|10-Q|2009-08-10|edgar/data/1001082/0000950123-09-032467.txt
1001838|SOUTHERN COPPER CORP/|10-Q|2009-08-03|edgar/data/1001838/0001104659-09-046536.txt
1002638|OPEN TEXT CORP|10-K|2009-08-21|edgar/data/1002638/0001193125-09-179839.txt
1002910|AMEREN CORP|10-Q|2009-08-10|edgar/data/1002910/0001193125-09-170432.txt
1004440|CONSTELLATION ENERGY GROUP INC|10-Q|2009-08-07|edgar/data/1004440/0001047469-09-007384.txt
1004980|PG&E CORP|10-Q|2009-08-05|edgar/data/1004980/0001004980-09-000057.txt
100826|UNION ELECTRIC CO|10-Q|2009-08-10|edgar/data/100826/0001193125-09-170432.txt
100885|UNION PACIFIC CORP|10-Q|2009-07-24|edgar/data/100885/0001193125-09-154939.txt
1010775|MIRANT CORP|10-Q|2009-08-07|edgar/data/1010775/0001193125-09-168068.txt
1011006|YAHOO INC|10-Q|2009-08-07|edgar/data/1011006/0001193125-09-169110.txt
1013871|NRG ENERGY, INC.|10-Q/A|2009-08-25|edgar/data/1013871/0000950123-09-037848.txt
1014473|VERISIGN INC/CA|10-Q|2009-08-06|edgar/data/1014473/0001193125-09-167317.txt
101778|MARATHON OIL CORP|10-Q/A|2009-08-28|edgar/data/101778/0001140361-09-019899.txt
101829|UNITED TECHNOLOGIES CORP /DE/|10-Q|2009-07-24|edgar/data/101829/0001193125-09-154417.txt
101830|SPRINT NEXTEL CORP|10-Q|2009-08-04|edgar/data/101830/0001193125-09-163726.txt
1018724|AMAZON COM INC|10-Q|2009-07-24|edgar/data/1018724/0001193125-09-154174.txt
1018963|ALLEGHENY TECHNOLOGIES INC|10-Q/A|2009-08-27|edgar/data/1018963/0000950123-09-038497.txt
1021860|NATIONAL OILWELL VARCO INC|10-Q|2009-08-10|edgar/data/1021860/0000950123-09-032328.txt
1022079|QUEST DIAGNOSTICS INC|10-Q|2009-07-28|edgar/data/1022079/0000930413-09-003869.txt
1022646|ULTRA PETROLEUM CORP|10-Q|2009-08-04|edgar/data/1022646/0000950123-09-029387.txt
1022671|STEEL DYNAMICS INC|10-Q|2009-08-07|edgar/data/1022671/0001104659-09-048161.txt
1023131|COVANCE INC|10-Q|2009-08-04|edgar/data/1023131/0001104659-09-046901.txt
1024478|ROCKWELL AUTOMATION INC|10-Q|2009-08-04|edgar/data/1024478/0000950123-09-029309.txt
1031296|FIRSTENERGY CORP|10-Q|2009-08-03|edgar/data/1031296/0001031296-09-000021.txt
1032033|SLM CORP|10-Q|2009-08-05|edgar/data/1032033/0000950123-09-030360.txt
1032208|SEMPRA ENERGY|10-Q|2009-07-31|edgar/data/1032208/0000086521-09-000047.txt
103379|V F CORP|10-Q|2009-08-11|edgar/data/103379/0000950123-09-033506.txt
1035002|VALERO ENERGY CORP/TX|10-Q|2009-08-07|edgar/data/1035002/0000950123-09-031901.txt
1035267|INTUITIVE SURGICAL INC|10-Q|2009-07-23|edgar/data/1035267/0001193125-09-154009.txt
1037016|NII HOLDINGS INC|10-Q|2009-08-05|edgar/data/1037016/0000950123-09-030389.txt
1037540|BOSTON PROPERTIES INC|10-Q|2009-08-06|edgar/data/1037540/0001193125-09-167264.txt
1037676|ARCH COAL INC|10-Q|2009-08-07|edgar/data/1037676/0000950123-09-031842.txt
1037868|AMETEK INC/|10-Q|2009-08-05|edgar/data/1037868/0000950123-09-030415.txt
1037949|QWEST COMMUNICATIONS INTERNATIONAL INC|10-Q/A|2009-07-31|edgar/data/1037949/0001047469-09-007075.txt
1037949|QWEST COMMUNICATIONS INTERNATIONAL INC|10-Q|2009-07-30|edgar/data/1037949/0001047469-09-006994.txt
1038357|PIONEER NATURAL RESOURCES CO|10-Q/A|2009-08-12|edgar/data/1038357/0001193125-09-172858.txt
1039101|L 3 COMMUNICATIONS CORP|10-Q|2009-08-04|edgar/data/1039101/0000950123-09-029495.txt
1039684|ONEOK INC /NEW/|10-Q|2009-08-06|edgar/data/1039684/0001039684-09-000053.txt
104169|WAL MART STORES INC|10-Q|2009-09-09|edgar/data/104169/0001193125-09-189177.txt
1043121|BOSTON PROPERTIES LTD PARTNERSHIP|10-Q|2009-08-06|edgar/data/1043121/0001193125-09-167276.txt
1043219|ANNALY CAPITAL MANAGEMENT INC|10-Q|2009-08-06|edgar/data/1043219/0001157523-09-005715.txt
1043277|C H ROBINSON WORLDWIDE INC|10-Q|2009-08-10|edgar/data/1043277/0001193125-09-170159.txt
1043604|JUNIPER NETWORKS INC|10-Q|2009-08-07|edgar/data/1043604/0000950123-09-032159.txt
10456|BAXTER INTERNATIONAL INC|10-Q|2009-07-28|edgar/data/10456/0000950123-09-026402.txt
1045810|NVIDIA CORP|10-Q|2009-08-20|edgar/data/1045810/0001045810-09-000024.txt
1047122|RAYTHEON CO/|10-Q|2009-07-23|edgar/data/1047122/0001193125-09-153752.txt
1047304|PIMCO VARIABLE INSURANCE TRUST|485BPOS|2009-09-01|edgar/data/1047304/0001193125-09-185469.txt
1047862|CONSOLIDATED EDISON INC|10-Q|2009-08-04|edgar/data/1047862/0001193125-09-163543.txt
1048286|MARRIOTT INTERNATIONAL INC /MD/|10-Q|2009-07-17|edgar/data/1048286/0001193125-09-150935.txt
1048911|FEDEX CORP|10-Q|2009-09-18|edgar/data/1048911/0000950123-09-044076.txt
1050915|QUANTA SERVICES INC|10-Q|2009-08-10|edgar/data/1050915/0000950123-09-032827.txt
1051470|CROWN CASTLE INTERNATIONAL CORP|10-Q/A|2009-08-28|edgar/data/1051470/0001193125-09-183869.txt
1053112|CABLEVISION SYSTEMS CORP /NY|10-Q/A|2009-08-11|edgar/data/1053112/0001104659-09-048741.txt
1053112|CABLEVISION SYSTEMS CORP /NY|10-Q/A|2009-08-31|edgar/data/1053112/0001104659-09-052668.txt
1053507|AMERICAN TOWER CORP /MA/|10-Q|2009-08-06|edgar/data/1053507/0001193125-09-167155.txt
1054374|BROADCOM CORP|10-Q|2009-07-24|edgar/data/1054374/0000950123-09-024912.txt
1056239|L 3 COMMUNICATIONS HOLDINGS INC|10-Q|2009-08-04|edgar/data/1056239/0000950123-09-029495.txt
