Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    September 30, 2006
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
101829|UNITED TECHNOLOGIES CORP /DE/|8-K|2006-07-26|edgar/data/101829/0001193125-06-153573.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2006-08-29|edgar/data/1067491/0000891618-06-000365.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2006-08-29|edgar/data/1067491/0000891618-06-000366.txt
1080224|EDGAR ONLINE INC|8-K|2006-08-16|edgar/data/1080224/0001193125-06-174607.txt
108772|XEROX CORP|8-K|2006-09-08|edgar/data/108772/0001193125-06-187911.txt
1091530|XM SATELLITE RADIO HOLDINGS INC|8-K|2006-08-04|edgar/data/1091530/0001193125-06-162546.txt
1106056|SATYAM COMPUTER SERVICES LTD|6-K|2006-08-16|edgar/data/1106056/0001145549-06-001193.txt
1176358|MDT Funds|485APOS|2006-09-27|edgar/data/1176358/0001318148-06-001376.txt
1179929|MOLINA HEALTHCARE INC|8-K|2006-09-19|edgar/data/1179929/0001193125-06-193357.txt
1292278|Old Mutual Advisor Funds|485APOS|2006-09-15|edgar/data/1292278/0001292278-06-000052.txt
1295230|International Securities Exchange, Inc.|8-K|2006-08-18|edgar/data/1295230/0001193125-06-176173.txt
14272|BRISTOL MYERS SQUIBB CO|8-K|2006-08-29|edgar/data/14272/0001193125-06-181130.txt
29669|RR Donnelley & Sons Co|8-K|2006-08-28|edgar/data/29669/0001193125-06-180499.txt
29915|DOW CHEMICAL CO /DE/|8-K|2006-09-18|edgar/data/29915/0001104659-06-061522.txt
29915|DOW CHEMICAL CO /DE/|8-K|2006-09-25|edgar/data/29915/0001104659-06-062715.txt
29915|DOW CHEMICAL CO /DE/|8-K|2006-09-25|edgar/data/29915/0001104659-06-062716.txt
37996|FORD MOTOR CO|8-K|2006-08-22|edgar/data/37996/0001157523-06-008665.txt
38009|FORD MOTOR CREDIT CO|8-K|2006-08-22|edgar/data/38009/0001157523-06-008663.txt
40545|GENERAL ELECTRIC CO|8-K|2006-07-18|edgar/data/40545/0000040545-06-000023.txt
40545|GENERAL ELECTRIC CO|8-K|2006-09-07|edgar/data/40545/0000040545-06-000037.txt
66740|3M CO|8-K|2006-08-29|edgar/data/66740/0001104659-06-057822.txt
718573|RADYNE CORP|8-K|2006-07-24|edgar/data/718573/0001193125-06-151510.txt
718573|RADYNE CORP|8-K|2006-08-28|edgar/data/718573/0001193125-06-180508.txt
764180|ALTRIA GROUP, INC.|8-K|2006-08-16|edgar/data/764180/0001157523-06-008528.txt
77476|PEPSICO INC|8-K|2006-07-13|edgar/data/77476/0001157523-06-006827.txt
790070|EMC CORP|8-K|2006-08-24|edgar/data/790070/0000950135-06-005372.txt
796343|ADOBE SYSTEMS INC|10-Q|2006-07-11|edgar/data/796343/0001104659-06-046450.txt
8670|AUTOMATIC DATA PROCESSING INC|8-K|2006-09-26|edgar/data/8670/0000008670-06-000210.txt
933738|ENGLOBAL CORP|8-K|2006-08-28|edgar/data/933738/0001157523-06-008789.txt
