Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    December 31, 2006
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
101829|UNITED TECHNOLOGIES CORP /DE/|8-K|2006-10-17|edgar/data/101829/0001193125-06-208803.txt
101829|UNITED TECHNOLOGIES CORP /DE/|8-K|2006-12-06|edgar/data/101829/0001193125-06-247769.txt
1024446|NET SERVICOS DE COMUNICACAO S A|6-K|2006-12-29|edgar/data/1024446/0001292814-06-003090.txt
1024446|NET SERVICOS DE COMUNICACAO S A|6-K|2006-12-29|edgar/data/1024446/0001292814-06-003092.txt
1024446|NET SERVICOS DE COMUNICACAO S A|6-K|2006-12-29|edgar/data/1024446/0001292814-06-003094.txt
1024446|NET SERVICOS DE COMUNICACAO S A|6-K|2006-12-29|edgar/data/1024446/0001292814-06-003096.txt
1040612|MEMBERS MUTUAL FUNDS|485APOS|2006-12-08|edgar/data/1040612/0000950137-06-013381.txt
1080224|EDGAR ONLINE INC|8-K|2006-11-16|edgar/data/1080224/0001193125-06-236937.txt
108772|XEROX CORP|8-K|2006-11-09|edgar/data/108772/0001193125-06-230389.txt
1091530|XM SATELLITE RADIO HOLDINGS INC|8-K|2006-11-09|edgar/data/1091530/0001193125-06-230580.txt
1106056|SATYAM COMPUTER SERVICES LTD|6-K|2006-11-03|edgar/data/1106056/0001145549-06-001551.txt
1119639|BRAZILIAN PETROLEUM CORP|6-K|2006-12-29|edgar/data/1119639/0001292814-06-003102.txt
1119639|BRAZILIAN PETROLEUM CORP|6-K|2006-12-29|edgar/data/1119639/0001292814-06-003104.txt
1119639|BRAZILIAN PETROLEUM CORP|6-K|2006-12-29|edgar/data/1119639/0001292814-06-003106.txt
1119639|BRAZILIAN PETROLEUM CORP|6-K|2006-12-29|edgar/data/1119639/0001292814-06-003108.txt
1166691|COMCAST CORP|8-K|2006-12-11|edgar/data/1166691/0001193125-06-250317.txt
1166691|COMCAST CORP|8-K|2006-12-11|edgar/data/1166691/0001193125-06-250372.txt
1166691|COMCAST CORP|8-K|2006-12-11|edgar/data/1166691/0001193125-06-250375.txt
1265551|FIDELITY RUTLAND SQUARE TRUST|485BPOS|2006-12-19|edgar/data/1265551/0001265551-06-000015.txt
1292278|Old Mutual Advisor Funds|N-CSRS/A|2006-10-20|edgar/data/1292278/0001292278-06-000063.txt
1295230|International Securities Exchange Holdings, Inc.|8-K|2006-11-15|edgar/data/1295230/0001193125-06-235806.txt
1311261|BB&T Variable Insurance Funds|N-14/A|2006-12-01|edgar/data/1311261/0000950152-06-009834.txt
1311261|BB&T Variable Insurance Funds|N-14|2006-11-15|edgar/data/1311261/0000950152-06-009451.txt
1321741|GLADSTONE INVESTMENT CORPORATION\DE|N-2|2006-10-16|edgar/data/1321741/0000950133-06-004444.txt
13610|BOWNE & CO INC|8-K|2006-10-31|edgar/data/13610/0001113672-06-000102.txt
13610|BOWNE & CO INC|8-K|2006-11-29|edgar/data/13610/0000950123-06-014667.txt
14272|BRISTOL MYERS SQUIBB CO|8-K|2006-11-27|edgar/data/14272/0001193125-06-242048.txt
29669|RR Donnelley & Sons Co|8-K|2006-12-07|edgar/data/29669/0001193125-06-248580.txt
