Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    June 30, 2005
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
1000048|TECHNOLOGY FLAVORS & FRAGRANCES INC|SC TO-T/A|2005-05-26|edgar/data/1000048/0001193125-05-115670.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2005-05-03|edgar/data/1067491/0001193125-05-092677.txt
1080224|EDGAR ONLINE INC|8-K|2005-04-25|edgar/data/1080224/0001275287-05-001434.txt
1271941|SILVERBOIM HOLDINGS LTD|SC TO-T/A|2005-06-30|edgar/data/1271941/0000950136-05-003917.txt
1324099|FFG Merger Corporation, Inc|SC TO-T/A|2005-05-26|edgar/data/1324099/0001193125-05-115670.txt
13610|BOWNE & CO INC|8-K|2005-04-04|edgar/data/13610/0000950123-05-004029.txt
29669|DONNELLEY R R & SONS CO|8-K|2005-04-04|edgar/data/29669/0001193125-05-068717.txt
310485|NATIONAL PROPERTY INVESTORS III|SC 13E3/A|2005-04-27|edgar/data/310485/0000950134-05-008256.txt
310485|NATIONAL PROPERTY INVESTORS III|SC TO-T/A|2005-04-27|edgar/data/310485/0000950134-05-008256.txt
314690|CENTURY PROPERTIES FUND XV|SC 13E3/A|2005-04-27|edgar/data/314690/0000950134-05-008257.txt
314690|CENTURY PROPERTIES FUND XV|SC TO-T/A|2005-04-27|edgar/data/314690/0000950134-05-008257.txt
768598|DAVIDSON INCOME REAL ESTATE LP|SC 13E3/A|2005-04-27|edgar/data/768598/0000950134-05-008249.txt
768598|DAVIDSON INCOME REAL ESTATE LP|SC TO-T/A|2005-04-27|edgar/data/768598/0000950134-05-008249.txt
789019|MICROSOFT CORP|8-K|2005-05-04|edgar/data/789019/0001193125-05-095930.txt
790070|EMC CORP|8-K|2005-05-06|edgar/data/790070/0000950135-05-002637.txt
795757|DAVIDSON GROWTH PLUS LP|SC 13E3/A|2005-04-27|edgar/data/795757/0000950134-05-008254.txt
795757|DAVIDSON GROWTH PLUS LP|SC TO-T/A|2005-04-27|edgar/data/795757/0000950134-05-008254.txt
914227|ROBOMATIX TECHNOLOGIES LTD|SC 13E3/A|2005-06-30|edgar/data/914227/0000950136-05-003917.txt
914227|ROBOMATIX TECHNOLOGIES LTD|SC TO-T/A|2005-06-30|edgar/data/914227/0000950136-05-003917.txt
926660|AIMCO PROPERTIES L.P.|SC TO-T/A|2005-04-27|edgar/data/926660/0000950134-05-008249.txt
926660|AIMCO PROPERTIES L.P.|SC TO-T/A|2005-04-27|edgar/data/926660/0000950134-05-008254.txt
926660|AIMCO PROPERTIES L.P.|SC TO-T/A|2005-04-27|edgar/data/926660/0000950134-05-008256.txt
926660|AIMCO PROPERTIES L.P.|SC TO-T/A|2005-04-27|edgar/data/926660/0000950134-05-008257.txt
928753|BUSINESS OBJECTS S.A.|10-Q|2005-05-09|edgar/data/928753/0000891618-05-000338.txt
