Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    March 31, 2008
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
1004155|AGL RESOURCES INC|8-K/A|2008-02-13|edgar/data/1004155/0001140361-08-003746.txt
101829|UNITED TECHNOLOGIES CORP /DE/|8-K|2008-01-23|edgar/data/101829/0001193125-08-010089.txt
1045309|W R GRACE & CO|8-K|2008-03-20|edgar/data/1045309/0001104659-08-018716.txt
1045309|W R GRACE & CO|8-K|2008-03-20|edgar/data/1045309/0001104659-08-018717.txt
1045309|W R GRACE & CO|8-K|2008-03-20|edgar/data/1045309/0001104659-08-018720.txt
1045309|W R GRACE & CO|8-K|2008-03-27|edgar/data/1045309/0001104659-08-020195.txt
1053425|HARTFORD SERIES FUND INC|485APOS|2008-02-14|edgar/data/1053425/0001104659-08-010803.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2008-02-11|edgar/data/1067491/0000950134-08-002128.txt
1080224|EDGAR ONLINE INC|10-K|2008-03-17|edgar/data/1080224/0001193125-08-058746.txt
108772|XEROX CORP|8-K|2008-02-26|edgar/data/108772/0001193125-08-038845.txt
1098605|FIXED INCOME SHARES|POS AMI|2008-02-28|edgar/data/1098605/0000950136-08-000997.txt
1106056|SATYAM COMPUTER SERVICES LTD|6-K|2008-03-11|edgar/data/1106056/0001145549-08-000476.txt
1109357|EXELON CORP|8-K|2008-03-24|edgar/data/1109357/0001193125-08-063558.txt
1168165|EXELON GENERATION CO LLC|8-K|2008-03-24|edgar/data/1168165/0001193125-08-063560.txt
1183829|FIRST AMERICAN MINNESOTA MUNICIPAL INCOME FUND II INC|N-CSR/A|2008-01-22|edgar/data/1183829/0001104659-08-003599.txt
1323648|Community Bankers Acquisition Corp.|8-K|2008-02-21|edgar/data/1323648/0000950133-08-000701.txt
1323648|Community Bankers Acquisition Corp.|8-K|2008-02-21|edgar/data/1323648/0000950133-08-000702.txt
1323648|Community Bankers Acquisition Corp.|8-K|2008-02-21|edgar/data/1323648/0000950133-08-000707.txt
1383312|BROADRIDGE FINANCIAL SOLUTIONS, INC.|8-K|2008-02-21|edgar/data/1383312/0001193125-08-035187.txt
1392173|BEAR STEARNS ACTIVE ETF TRUST|N-1A/A|2008-02-25|edgar/data/1392173/0000897069-08-000503.txt
1396603|X Exchange-Traded Funds, Inc.|N-1A/A|2008-01-10|edgar/data/1396603/0001116679-08-000154.txt
1400766|Dividend Capital Global Real Estate Fund of Funds, L.P.|N-2/A|2008-01-11|edgar/data/1400766/0001193125-08-005442.txt
1412914|BlackRock Defined Opportunity Credit Trust|N-2/A|2008-01-28|edgar/data/1412914/0001047469-08-000573.txt
22606|COMMONWEALTH EDISON CO|8-K|2008-03-24|edgar/data/22606/0001193125-08-063565.txt
24238|FIDELITY CONTRAFUND|485BPOS|2008-03-10|edgar/data/24238/0000024238-08-000022.txt
278001|FIDELITY PHILLIPS STREET TRUST|485BPOS|2008-02-05|edgar/data/278001/0000278001-08-000003.txt
29669|RR Donnelley & Sons Co|8-K|2008-03-28|edgar/data/29669/0001193125-08-069335.txt
36405|VANGUARD INDEX FUNDS|485BPOS|2008-03-25|edgar/data/36405/0000932471-08-000959.txt
36405|VANGUARD INDEX FUNDS|485BPOS|2008-03-26|edgar/data/36405/0000932471-08-000965.txt
37996|FORD MOTOR CO|8-K|2008-03-19|edgar/data/37996/0001157523-08-002355.txt
