Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    June 30, 2007
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
101829|UNITED TECHNOLOGIES CORP /DE/|8-K|2007-04-18|edgar/data/101829/0001193125-07-083382.txt
1045309|W R GRACE & CO|8-K|2007-06-18|edgar/data/1045309/0001104659-07-048337.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2007-06-14|edgar/data/1067491/0000891618-07-000366.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2007-06-15|edgar/data/1067491/0000891618-07-000375.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2007-06-18|edgar/data/1067491/0000891618-07-000378.txt
108772|XEROX CORP|8-K|2007-05-08|edgar/data/108772/0001193125-07-104590.txt
1109357|EXELON CORP|8-K|2007-06-27|edgar/data/1109357/0001193125-07-144415.txt
1160330|BANK BRADESCO|6-K|2007-05-17|edgar/data/1160330/0001292814-07-001494.txt
1163302|UNITED STATES STEEL CORP|8-K|2007-06-19|edgar/data/1163302/0001193125-07-138217.txt
1166691|COMCAST CORP|8-K|2007-06-21|edgar/data/1166691/0001193125-07-140058.txt
1168165|EXELON GENERATION CO LLC|8-K|2007-06-27|edgar/data/1168165/0001193125-07-144416.txt
1267994|ROBECO SAGE TRITON FUND LLC|N-2/A|2007-04-12|edgar/data/1267994/0000902664-07-001450.txt
1280784|HERCULES TECHNOLOGY GROWTH CAPITAL INC|N-2/A|2007-05-15|edgar/data/1280784/0001193125-07-115208.txt
1327228|Alternative Investment Partners Absolute Return Fund|N-2/A|2007-04-30|edgar/data/1327228/0001193125-07-095924.txt
13610|BOWNE & CO INC|8-K|2007-05-02|edgar/data/13610/0000950123-07-006560.txt
13610|BOWNE & CO INC|8-K|2007-06-06|edgar/data/13610/0000950123-07-008358.txt
1392994|FIRST TRUST/GALLATIN SPECIALTY FINANCE & FINANCIAL OPPORTUNITIES FUND|N-2/A|2007-04-27|edgar/data/1392994/0000875626-07-001019.txt
1392994|FIRST TRUST/GALLATIN SPECIALTY FINANCE & FINANCIAL OPPORTUNITIES FUND|N-2/A|2007-05-24|edgar/data/1392994/0000875626-07-001172.txt
1396603|X Exchange-Traded Funds, Inc.|N-1A|2007-04-17|edgar/data/1396603/0001116679-07-001230.txt
1400766|Global Real Estate Fund of Funds I-A, L.P.|N-2|2007-05-30|edgar/data/1400766/0001341004-07-001721.txt
14272|BRISTOL MYERS SQUIBB CO|8-K|2007-04-06|edgar/data/14272/0001193125-07-076258.txt
22606|COMMONWEALTH EDISON CO|8-K|2007-06-27|edgar/data/22606/0001193125-07-144417.txt
29669|RR Donnelley & Sons Co|8-K|2007-04-05|edgar/data/29669/0001193125-07-075622.txt
29669|RR Donnelley & Sons Co|8-K|2007-05-30|edgar/data/29669/0001193125-07-125993.txt
29915|DOW CHEMICAL CO /DE/|10-Q|2007-05-01|edgar/data/29915/0001104659-07-034011.txt
37996|FORD MOTOR CO|8-K|2007-04-04|edgar/data/37996/0001157523-07-003289.txt
37996|FORD MOTOR CO|8-K|2007-06-14|edgar/data/37996/0001157523-07-006103.txt
38009|FORD MOTOR CREDIT CO LLC|8-K|2007-05-25|edgar/data/38009/0001157523-07-005623.txt
40545|GENERAL ELECTRIC CO|8-K|2007-06-04|edgar/data/40545/0000040545-07-000032.txt
49905|HARTFORD MUTUAL FUNDS II INC|485BPOS|2007-05-30|edgar/data/49905/0000950135-07-003437.txt
66740|3M CO|8-K|2007-05-16|edgar/data/66740/0001104659-07-040561.txt
716792|FIRST INVESTORS TAX EXEMPT FUNDS|N-14|2007-06-15|edgar/data/716792/0000898432-07-000488.txt
718573|RADYNE CORP|10-Q|2007-05-02|edgar/data/718573/0001193125-07-099689.txt
764180|ALTRIA GROUP, INC.|8-K|2007-05-15|edgar/data/764180/0001157523-07-005225.txt
773910|ANADARKO PETROLEUM CORP|8-K|2007-05-08|edgar/data/773910/0001193125-07-104630.txt
77476|PEPSICO INC|8-K|2007-04-25|edgar/data/77476/0001157523-07-004048.txt
78003|PFIZER INC|8-K|2007-04-27|edgar/data/78003/0000078003-07-000079.txt
78003|PFIZER INC|8-K|2007-05-16|edgar/data/78003/0000078003-07-000112.txt
78100|PECO ENERGY CO|8-K|2007-06-27|edgar/data/78100/0001193125-07-144419.txt
789019|MICROSOFT CORP|8-K|2007-05-16|edgar/data/789019/0001193125-07-116258.txt
796343|ADOBE SYSTEMS INC|10-Q|2007-04-09|edgar/data/796343/0001104659-07-027003.txt
813623|SWISS HELVETIA FUND, INC.|N-2/A|2007-05-16|edgar/data/813623/0000899681-07-000367.txt
8670|AUTOMATIC DATA PROCESSING INC|8-K|2007-05-30|edgar/data/8670/0000008670-07-000168.txt
880797|FIDELITY UNION STREET TRUST II|N-14|2007-06-08|edgar/data/880797/0000880797-07-000004.txt
933738|ENGLOBAL CORP|8-K|2007-04-19|edgar/data/933738/0001157523-07-003819.txt
933738|ENGLOBAL CORP|8-K|2007-06-11|edgar/data/933738/0001157523-07-006014.txt
936468|LOCKHEED MARTIN CORP|8-K|2007-04-30|edgar/data/936468/0001193125-07-096033.txt
