Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    December 31, 2007
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
1004155|AGL RESOURCES INC|8-K|2007-11-16|edgar/data/1004155/0001140361-07-022318.txt
1015780|E TRADE FINANCIAL CORP|8-K|2007-12-07|edgar/data/1015780/0001157523-07-011997.txt
101829|UNITED TECHNOLOGIES CORP /DE/|8-K|2007-10-17|edgar/data/101829/0001193125-07-219734.txt
1024446|NET SERVICOS DE COMUNICACAO S A|6-K|2007-12-21|edgar/data/1024446/0001292814-07-003600.txt
1024446|NET SERVICOS DE COMUNICACAO S A|6-K|2007-12-21|edgar/data/1024446/0001292814-07-003602.txt
1024446|NET SERVICOS DE COMUNICACAO S A|6-K|2007-12-21|edgar/data/1024446/0001292814-07-003604.txt
1024446|NET SERVICOS DE COMUNICACAO S A|6-K|2007-12-21|edgar/data/1024446/0001292814-07-003606.txt
1045309|W R GRACE & CO|8-K|2007-11-30|edgar/data/1045309/0001104659-07-086296.txt
104865|WASHINGTON MUTUAL INVESTORS FUND INC|485BPOS|2007-11-05|edgar/data/104865/0000104865-07-000059.txt
1056084|REUTERS GROUP PLC /ADR/|6-K|2007-11-05|edgar/data/1056084/0000950135-07-006690.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2007-10-31|edgar/data/1067491/0000950134-07-022365.txt
1080224|EDGAR ONLINE INC|8-K|2007-12-05|edgar/data/1080224/0001193125-07-259565.txt
1083387|KINETICS MUTUAL FUNDS INC|485APOS|2007-11-16|edgar/data/1083387/0000894189-07-003260.txt
1086165|OPPENHEIMER MAIN STREET SMALL CAP FUND|485BPOS|2007-10-23|edgar/data/1086165/0001133228-07-000338.txt
108772|XEROX CORP|8-K|2007-11-07|edgar/data/108772/0001193125-07-238617.txt
1091530|XM SATELLITE RADIO HOLDINGS INC|10-Q|2007-10-30|edgar/data/1091530/0001193125-07-228535.txt
1091530|XM SATELLITE RADIO HOLDINGS INC|8-K|2007-10-30|edgar/data/1091530/0001193125-07-228546.txt
