Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    September 30, 2007
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
1004155|AGL RESOURCES INC|8-K|2007-09-21|edgar/data/1004155/0001140361-07-018513.txt
1015780|E TRADE FINANCIAL CORP|8-K|2007-07-18|edgar/data/1015780/0001157523-07-006973.txt
101829|UNITED TECHNOLOGIES CORP /DE/|8-K|2007-07-18|edgar/data/101829/0001193125-07-156914.txt
1067491|INFOSYS TECHNOLOGIES LTD|6-K|2007-08-08|edgar/data/1067491/0000950134-07-017291.txt
108772|XEROX CORP|8-K|2007-08-08|edgar/data/108772/0001193125-07-175582.txt
1091530|XM SATELLITE RADIO HOLDINGS INC|8-K|2007-07-31|edgar/data/1091530/0001193125-07-165591.txt
1091530|XM SATELLITE RADIO HOLDINGS INC|8-K|2007-07-31|edgar/data/1091530/0001193125-07-165597.txt
1106056|SATYAM COMPUTER SERVICES LTD|6-K|2007-07-03|edgar/data/1106056/0001145549-07-001196.txt
1106056|SATYAM COMPUTER SERVICES LTD|6-K|2007-07-03|edgar/data/1106056/0001145549-07-001197.txt
1106056|SATYAM COMPUTER SERVICES LTD|6-K|2007-09-06|edgar/data/1106056/0001145549-07-001552.txt
1109357|EXELON CORP|8-K|2007-07-10|edgar/data/1109357/0001193125-07-151973.txt
1109357|EXELON CORP|8-K|2007-08-17|edgar/data/1109357/0001193125-07-185036.txt
1113169|PRICE T ROWE GROUP INC|8-K|2007-09-11|edgar/data/1113169/0000950133-07-003797.txt
1160330|BANK BRADESCO|6-K|2007-07-27|edgar/data/1160330/0001292814-07-002220.txt
1166691|COMCAST CORP|8-K|2007-09-24|edgar/data/1166691/0001193125-07-205903.txt
1168165|EXELON GENERATION CO LLC|8-K|2007-07-10|edgar/data/1168165/0001193125-07-151976.txt
1168165|EXELON GENERATION CO LLC|8-K|2007-08-17|edgar/data/1168165/0001193125-07-185038.txt
1278752|APOLLO INVESTMENT CORP|N-2/A|2007-09-06|edgar/data/1278752/0001193125-07-196603.txt
1278752|APOLLO INVESTMENT CORP|N-2|2007-08-30|edgar/data/1278752/0001193125-07-193039.txt
1292278|Old Mutual Advisor Funds|N-Q/A|2007-07-10|edgar/data/1292278/0001292278-07-000041.txt
13610|BOWNE & CO INC|8-K|2007-08-16|edgar/data/13610/0000950123-07-011616.txt
1368007|NYSE Euronext|8-K|2007-09-05|edgar/data/1368007/0001193125-07-195763.txt
1378872|PowerShares Global Exchange-Traded Fund Trust|485APOS|2007-07-17|edgar/data/1378872/0001104659-07-054374.txt
1383312|BROADRIDGE FINANCIAL SOLUTIONS, INC.|8-K|2007-09-20|edgar/data/1383312/0001193125-07-204328.txt
1392173|YYY TRUST|N-1A/A|2007-08-06|edgar/data/1392173/0000897069-07-001575.txt
1393521|SPA ETF Trust|N-1A|2007-07-25|edgar/data/1393521/0000950136-07-005111.txt
1396287|MyShares Trust|N-1A|2007-09-26|edgar/data/1396287/0000950135-07-005880.txt
1403238|BlackRock EcoSolutions Investment Trust|N-2/A|2007-07-19|edgar/data/1403238/0001341004-07-002131.txt
1403238|BlackRock EcoSolutions Investment Trust|N-2/A|2007-07-27|edgar/data/1403238/0001047469-07-005899.txt
1412914|BlackRock Strategic Income Opportunities Trust|N-2|2007-09-21|edgar/data/1412914/0001341004-07-002647.txt
22606|COMMONWEALTH EDISON CO|8-K|2007-07-10|edgar/data/22606/0001193125-07-151979.txt
22606|COMMONWEALTH EDISON CO|8-K|2007-08-17|edgar/data/22606/0001193125-07-185037.txt
29669|RR Donnelley & Sons Co|8-K|2007-08-07|edgar/data/29669/0001193125-07-173895.txt
29915|DOW CHEMICAL CO /DE/|10-Q|2007-07-30|edgar/data/29915/0001104659-07-057110.txt
30554|DUPONT E I DE NEMOURS & CO|8-K|2007-07-10|edgar/data/30554/0000893220-07-002399.txt
30554|DUPONT E I DE NEMOURS & CO|8-K|2007-07-11|edgar/data/30554/0000893220-07-002417.txt
30554|DUPONT E I DE NEMOURS & CO|8-K|2007-08-02|edgar/data/30554/0000893220-07-002631.txt
36405|VANGUARD INDEX FUNDS|485BPOS|2007-08-20|edgar/data/36405/0000932471-07-001163.txt
37996|FORD MOTOR CO|8-K|2007-09-25|edgar/data/37996/0001157523-07-009415.txt
38009|FORD MOTOR CREDIT CO LLC|8-K|2007-09-25|edgar/data/38009/0001157523-07-009405.txt
38009|FORD MOTOR CREDIT CO LLC|8-K|2007-09-25|edgar/data/38009/0001157523-07-009406.txt
40545|GENERAL ELECTRIC CO|8-K|2007-09-04|edgar/data/40545/0000040545-07-000043.txt
4281|ALCOA INC|8-K|2007-09-28|edgar/data/4281/0001193125-07-209888.txt
45288|HANCOCK JOHN SOVEREIGN BOND FUND|485BPOS|2007-09-13|edgar/data/45288/0000950135-07-005678.txt
51143|INTERNATIONAL BUSINESS MACHINES CORP|8-K|2007-08-07|edgar/data/51143/0001104659-07-059651.txt
51143|INTERNATIONAL BUSINESS MACHINES CORP|8-K|2007-09-20|edgar/data/51143/0001104659-07-070080.txt
66740|3M CO|8-K|2007-07-02|edgar/data/66740/0001104659-07-051597.txt
66740|3M CO|8-K|2007-09-19|edgar/data/66740/0001104659-07-069933.txt
713676|PNC FINANCIAL SERVICES GROUP INC|8-K|2007-08-29|edgar/data/713676/0001193125-07-191396.txt
718573|RADYNE CORP|10-Q|2007-08-06|edgar/data/718573/0001193125-07-172192.txt
719603|EUROPACIFIC GROWTH FUND|485BPOS|2007-08-27|edgar/data/719603/0000719603-07-000006.txt
764180|ALTRIA GROUP, INC.|8-K|2007-09-19|edgar/data/764180/0001157523-07-009281.txt
773910|ANADARKO PETROLEUM CORP|8-K|2007-07-09|edgar/data/773910/0001193125-07-151814.txt
773910|ANADARKO PETROLEUM CORP|8-K|2007-08-31|edgar/data/773910/0001193125-07-193573.txt
77476|PEPSICO INC|8-K|2007-07-25|edgar/data/77476/0001157523-07-007158.txt
78003|PFIZER INC|8-K|2007-08-15|edgar/data/78003/0000078003-07-000203.txt
78100|PECO ENERGY CO|8-K|2007-07-10|edgar/data/78100/0001193125-07-151971.txt
78100|PECO ENERGY CO|8-K|2007-08-17|edgar/data/78100/0001193125-07-185040.txt
796343|ADOBE SYSTEMS INC|10-Q|2007-07-10|edgar/data/796343/0001104659-07-053043.txt
806085|LEHMAN BROTHERS HOLDINGS INC|8-K|2007-07-12|edgar/data/806085/0001193125-07-153838.txt
829433|WEXFORD TRUST/PA|485BPOS|2007-08-21|edgar/data/829433/0000894189-07-002375.txt
909466|AIM TAX EXEMPT FUNDS|485BPOS|2007-09-28|edgar/data/909466/0000891618-07-000578.txt
933738|ENGLOBAL CORP|8-K|2007-08-16|edgar/data/933738/0001157523-07-008488.txt
936468|LOCKHEED MARTIN CORP|8-K|2007-07-27|edgar/data/936468/0001193125-07-163921.txt
