Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    June 30, 2006
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
--------------------------------------------------------------------------------
101829|UNITED TECHNOLOGIES CORP /DE/|8-K|2006-04-28|edgar/data/101829/0001193125-06-093152.txt
1069322|CRYSTAL INTERNATIONAL TRAVEL GROUP, INC.|8-K|2006-05-25|edgar/data/1069322/0001354488-06-000154.txt
1080224|EDGAR ONLINE INC|8-K|2006-04-20|edgar/data/1080224/0001193125-06-084490.txt
108772|XEROX CORP|8-K|2006-04-11|edgar/data/108772/0001193125-06-077946.txt
108772|XEROX CORP|8-K|2006-05-12|edgar/data/108772/0001193125-06-110952.txt
1106056|SATYAM COMPUTER SERVICES LTD|6-K|2006-05-04|edgar/data/1106056/0001145549-06-000604.txt
1295230|International Securities Exchange, Inc.|8-K|2006-06-02|edgar/data/1295230/0001193125-06-123686.txt
14272|BRISTOL MYERS SQUIBB CO|8-K|2006-06-02|edgar/data/14272/0001193125-06-123671.txt
29669|RR Donnelley & Sons Co|8-K|2006-04-25|edgar/data/29669/0001193125-06-088071.txt
29669|RR Donnelley & Sons Co|8-K|2006-05-31|edgar/data/29669/0001193125-06-122012.txt
47710|HITACHI LTD|6-K|2006-05-26|edgar/data/47710/0001193125-06-119877.txt
66740|3M CO|8-K|2006-06-29|edgar/data/66740/0001104659-06-044557.txt
764180|ALTRIA GROUP, INC.|8-K|2006-05-11|edgar/data/764180/0001157523-06-005057.txt
77476|PEPSICO INC|8-K|2006-05-31|edgar/data/77476/0001157523-06-005698.txt
789019|MICROSOFT CORP|8-K|2006-06-12|edgar/data/789019/0001193125-06-128216.txt
790070|EMC CORP|8-K|2006-05-15|edgar/data/790070/0000950135-06-003497.txt
796343|ADOBE SYSTEMS INC|10-Q|2006-04-12|edgar/data/796343/0001104659-06-024558.txt
804328|QUALCOMM INC/DE|8-K|2006-06-23|edgar/data/804328/0000936392-06-000651.txt
8670|AUTOMATIC DATA PROCESSING INC|8-K|2006-05-30|edgar/data/8670/0000008670-06-000116.txt
908823|ALLEGIANT ADVANTAGE FUND|N-Q|2006-05-01|edgar/data/908823/0001193125-06-095211.txt
